EECodDane;EENombre;EESedeID;EECodDaneSede;EENomSede;EEDirSede;EEZona; EEMatricula 
219473000336;INSTITUCION EDUCATIVA RENACER AFRO;58422;219473000875;EL PLAYON;VEREDA EL PLAYON;RURAL; 18 
219473000336;INSTITUCION EDUCATIVA RENACER AFRO;51705;219473000859;UNION HATILLO;VEREDA LA UNION HATILLO;RURAL; 27 
219473000336;INSTITUCION EDUCATIVA RENACER AFRO;51704;219473000638;ALTAMIRA;VEREDA ALTAMIRA;RURAL; 17 
219473000336;INSTITUCION EDUCATIVA RENACER AFRO;58427;219473000433;EL DIVISO;VEREDA EL DIVISO;RURAL; 33 
219473000336;INSTITUCION EDUCATIVA RENACER AFRO;51702;219473000077;PAN DE AZUCAR;VEREDA PAN DE AZUCAR;RURAL; 48 
219473000263;INSTITUCION EDUCATIVA EL MANGO;58447;219473000883;EL CERRO;VEREDA EL CERRO;RURAL; 18 
219473000263;INSTITUCION EDUCATIVA EL MANGO;58446;219473000417;LA VEGA;VEREDA LA VEGA;RURAL; 15 
219473000263;INSTITUCION EDUCATIVA EL MANGO;58445;219473000191;LA CUCHILLA;VEREDA LA CUCHILLA;RURAL; 27 
219473000247;CENTRO EDUCATIVO CANAVERAL;58442;219473000646;LA FLORESTA;VEREDA LA FLORESTA;RURAL; 58 
219473000247;CENTRO EDUCATIVO CANAVERAL;58441;219473000484;EL MACO;VEREDA EL MACO;RURAL; 29 
219473000247;CENTRO EDUCATIVO CANAVERAL;87554;219473000247;ALTERNADA DE CANAVERAL (sede principal);VEREDA CANAVERAL;RURAL; 44 
219473000239;CENTRO EDUCATIVO SAN RAFAEL;58439;219473000654;EL ROSAL;VEREDA EL ROSAL;RURAL; 56 
219473000174;CENTRO EDUCATIVO EL PORVENIR;58437;219473000441;EL DANUBIO;VEREDA EL DANUBIO;RURAL; 63 
219473000174;CENTRO EDUCATIVO EL PORVENIR;58436;219473000328;LOS CAFES;VEREDA LOS CAFES;RURAL; 28 
219473000174;CENTRO EDUCATIVO EL PORVENIR;58435;219473000174;EL PORVENIR (sede principal);VEREDA EL PORVENIR;RURAL; 52 
219473000174;CENTRO EDUCATIVO EL PORVENIR;58431;219473000131;LA ESTACION;VEREDA LA ESTACION;RURAL; 59 
219473000107;INSTITUCION EDUCATIVA INDIGENA EL MESON;180866;219473006717;ESCUELA RURAL MIXTA BELEN;VDA BELEN CABILDO INDIGENA DE HONDURAS;RURAL; 53 
219473000018;INSTITUCION EDUCATIVA INDIGENA BUSCANDO HORIZONTES DE TIERRADENTRO;177971;219473006687;KWE´SX KIWE;VDA ROSAL CORREG LA GALLERA;RURAL; 33 
219473000018;INSTITUCION EDUCATIVA INDIGENA BUSCANDO HORIZONTES DE TIERRADENTRO;51701;219473006431;CENTRO ACADEMICO GALILEA;VEREDA GALILEA;RURAL; 25 
219473000018;INSTITUCION EDUCATIVA INDIGENA BUSCANDO HORIZONTES DE TIERRADENTRO;51700;219473000867;ESCUELA EVANGELISTA RISARALDA;VEREDA UNION RISARALDA;RURAL; 12 
219473000018;INSTITUCION EDUCATIVA INDIGENA BUSCANDO HORIZONTES DE TIERRADENTRO;51699;219473000743;ESCUELA RURAL MIXTA EL JORDAN;VEREDA EL JORDAN;RURAL; 33 
219473000018;INSTITUCION EDUCATIVA INDIGENA BUSCANDO HORIZONTES DE TIERRADENTRO;51664;219473000727;ESCUELA RURAL MIXTA VALLE NUEVO;VEREDA SAN JOSE VALLE NUEVO;RURAL; 10 
219473000018;INSTITUCION EDUCATIVA INDIGENA BUSCANDO HORIZONTES DE TIERRADENTRO;51663;219473000719;ESCUELA RURAL MIXTA LAS BRISAS;VEREDA LAS BRISAS;RURAL; 9 
219473000018;INSTITUCION EDUCATIVA INDIGENA BUSCANDO HORIZONTES DE TIERRADENTRO;52179;219473000409;ESCUELA RURAL MIXTA AGUA SUCIA;VEREDA AGUA SUCIA;RURAL; 54 
219473000018;INSTITUCION EDUCATIVA INDIGENA BUSCANDO HORIZONTES DE TIERRADENTRO;52147;219473000026;ESCUELA RURAL MIXTA LA FLORIDA;VEREDA LA FLORIDA;RURAL; 8 
119473000081;INSTITUCION EDUCATIVA FRANCISCO ANTONIO RADA;58449;219473000280;SANTA ROSA;VEREDA STA ROSA;RURAL; 53 
119473000081;INSTITUCION EDUCATIVA FRANCISCO ANTONIO RADA;58450;219473000182;EL ARENAL;VEREDA EL ARENAL;RURAL; 5 
219513000202;C.E. YARUMALES;58909;219513000148;EL CHAMIZO;CORREGIMIENTO EL CHAMIZO;RURAL; 47 
219513000202;C.E. YARUMALES;58908;219513000075;LOS ROBLES;CORREGIMIENTO LOS ROBLES;RURAL; 49 
219513000202;C.E. YARUMALES;58907;219513000059;LA UNION;VEREDA LA UNION;RURAL; 16 
219513000113;I.E. HOLANDA;58905;219513000016;CUERNAVACA;CORREG CUERNAVACA;RURAL; 15 
219513000105;C.E. RIO NEGRO;58903;219513000130;LAS COSECHAS;CORREGIMIENTO LAS COSECHAS;RURAL; 32 
219513000091;C.E. LA PAILA;58901;219513000181;EL TAMBORAL;VEREDA EL TAMBORAL;RURAL; 11 
219513000091;C.E. LA PAILA;58900;219513000121;EL TETILLO;CORREG EL TETILLO;RURAL; 29 
419517001202;INSTITUCION EDUCATIVA GAITANA FXIW;58585;219517001351;ESCUELA RURAL MIXTA MESA DE TALAGA;VEREDA MESA DE TALAGA;RURAL; 33 
419517001202;INSTITUCION EDUCATIVA GAITANA FXIW;58584;219517001301;ESCUELA RURAL MIXTA QUEBRADA ARRIBA;VEREDA QUEBRADA ARRIBA;RURAL; 20 
419517001202;INSTITUCION EDUCATIVA GAITANA FXIW;58586;219517001220;ESCUELA RURAL MIXTA MESA DE TOEZ;VEREDA MESA DE TOEZ;RURAL; 48 
419517001202;INSTITUCION EDUCATIVA GAITANA FXIW;58583;219517000797;ESCUELA RURAL MIXTA VICANENGA;VEREDA VICANENGA;RURAL; 15 
219517001653;I.E. TÉCNICA AGROPECUARIA DE RICAURTE;58086;219517001718;ESCUELA RURAL MIXTA SAN VICENTE;VEREDA SAN VICENTE RICURTE;RURAL; 26 
219517001653;I.E. TÉCNICA AGROPECUARIA DE RICAURTE;58085;219517000428;CENTRO DOCENTE LA HONDA;VEREDA LA HONDA;RURAL; 22 
219517001653;I.E. TÉCNICA AGROPECUARIA DE RICAURTE;58084;219517000401;ESCUELA RURAL MIXTA DE ARANZAZU;VEREDA ARANZAZU;RURAL; 12 
219517001653;I.E. TÉCNICA AGROPECUARIA DE RICAURTE;58083;219517000029;ESCUELA  RURAL MIXTA PASTALES;VEREDA LOS PASTALES;RURAL; 64 
219517001581;I.E. SAT¿ WESX ZUUN;177851;219517001751;SEDE EDUCATIVA LA PALMERA;RESG INDIGENA KWE KIWE;RURAL; 39 
219517001581;I.E. SAT¿ WESX ZUUN;58099;219517001599;ESCUELA RURAL MIXTA LA ESMERALDA;VEREDA LA ESMERALDA;RURAL; 57 
219517001581;I.E. SAT¿ WESX ZUUN;173451;219355001352;E.R.M. NASA KSXA´WYET;VDA. LA PALMA;RURAL; 20 
219517001238;I.E. BENJAMIN DINDICUE SA TWE SX LUX PKHAAKHENXI YAT;58097;219517001254;ESCUELA RURAL MIXTA ALTO SAN MIGUEL;VEREDA ALTO DE SAN MIGUEL;RURAL; 55 
219517000754;INS EDUC JUAN TAMA (ANTES CENT EDUC DEL NORTE JUAN TAMA);58094;219517001386;ESCUELA RURAL MIXTA ESCALERETA;VEREDA ESCALERETA;RURAL; 29 
219517000754;INS EDUC JUAN TAMA (ANTES CENT EDUC DEL NORTE JUAN TAMA);58092;219517000967;ESCUELA RURAL MIXTA BOTATIERRA;VEREDA BOTATIERRA;RURAL; 45 
219517000754;INS EDUC JUAN TAMA (ANTES CENT EDUC DEL NORTE JUAN TAMA);58091;219517000827;ESCUELA RURAL MIXTA MORAS;VEREDA MORAS;RURAL; 24 
219517000754;INS EDUC JUAN TAMA (ANTES CENT EDUC DEL NORTE JUAN TAMA);58090;219517000452;ESCUELA RURAL MIXTA SANTA MARTA;VEREDA SANTA MARTA;RURAL; 15 
219517000754;INS EDUC JUAN TAMA (ANTES CENT EDUC DEL NORTE JUAN TAMA);58089;219517000070;ESCUELA RURAL MIXTA SAN JOSE;VEREDA SAN JOSE;RURAL; 9 
219517000681;INSTITUCION EDUCATIVA AGROAMBIENTAL LA CEJA;58081;219517001467;ESCUELA RURAL MIXTA EL MIRADOR;VEREDA EL MIRADOR;RURAL; 21 
219517000681;INSTITUCION EDUCATIVA AGROAMBIENTAL LA CEJA;58080;219517000347;ESCUELA RURAL MIXTA EL COLORADO;VEREDA EL COLORADO;RURAL; 61 
219517000576;I.E. SABAS BELTRAN;161797;519517000006;SAN RAFAEL;VEREDA SAN RAFEL;RURAL; 22 
219517000576;I.E. SABAS BELTRAN;161777;519517000005;LAS MERCEDES;VEREDA EL MONTAÑON;RURAL; 29 
219517000576;I.E. SABAS BELTRAN;58078;419517001628;PALMIRA;VEREDA PALMIRA;RURAL; 23 
219517000576;I.E. SABAS BELTRAN;180113;219517001769;ALTO PALMAR;VDA ALTO PALMAR;RURAL; 20 
219517000576;I.E. SABAS BELTRAN;58068;219517001696;ALTO MAZAMORRAS;VEREDA ALTO MAZAMORRAS;RURAL; 13 
219517000576;I.E. SABAS BELTRAN;58076;219517001688;EL AGUILA;VEREDA EL AGUILA;RURAL; 10 
219517000576;I.E. SABAS BELTRAN;58075;219517001424;RISARALDA;VEREDA DE RISARALDA;RURAL; 30 
219517000576;I.E. SABAS BELTRAN;58074;219517001297;BAJO MAZAMORRAS;VEREDA BAJO MAZAMORRAS;RURAL; 7 
219517000576;I.E. SABAS BELTRAN;58073;219517001246;LAS DALIAS;VEREDA LAS DALIAS;RURAL; 2 
219517000576;I.E. SABAS BELTRAN;58071;219517001157;EL CIPRES;VEREDA EL CIPRES;RURAL; 15 
219517000576;I.E. SABAS BELTRAN;58070;219517001092;LAS DELICIAS;VEREDA LAS DELICIAS;RURAL; 25 
219517000576;I.E. SABAS BELTRAN;58069;219517001084;PALOMAS;VEREDA PALOMAS;RURAL; 38 
219517000576;I.E. SABAS BELTRAN;58066;219517000479;EL PALMAR;VEREDA EL PALMAR;RURAL; 7 
219517000576;I.E. SABAS BELTRAN;58065;219517000304;ARAUJO;CORREGIMIENTO  ARAUJO;RURAL; 32 
219517000487;I.E. AGROEMPRESARIAL SAN MIGUEL DE AVIRAMA;58062;219517000568;ESCUELA RURAL MIXTA AGUA BENDITA;VEREDA AGUA BENDITA;RURAL; 26 
219517000487;I.E. AGROEMPRESARIAL SAN MIGUEL DE AVIRAMA;58060;219517000207;ESCUELA RURAL MIXTA CHICAQUIU;VEREDA CHICAQUIU;RURAL; 65 
219517000312;INSTITUCION EDUCATIVA JOSE REYES PETE;58057;219517001670;ESCUELA RURAL MIXTA TIERRAS BLANCAS;RESGUARDO DE LAME;RURAL; 39 
219517000312;INSTITUCION EDUCATIVA JOSE REYES PETE;58056;219517001611;ESCUELA RURAL MIXTA QUEBRADITAS;VEREDA QUEBRADITAS;RURAL; 14 
219517000312;INSTITUCION EDUCATIVA JOSE REYES PETE;58055;219517000819;ESCUELA RURAL MIXTA LA TROJA;VEREDA LA TROJA;RURAL; 54 
219517000312;INSTITUCION EDUCATIVA JOSE REYES PETE;58052;219517000126;ESCUELA RURAL MIXTA DE SUIN;RESGUARDO INDIGENA DE SUIN;RURAL; 43 
219517000291;INSTITUCIÓN EDUCATIVA AGROPECUARIA FELIX MARIA ORTIZ;58049;219517000541;ALTO DEL CARMEN;VEREDA ALTO DEL CARMEN;RURAL; 44 
219517000291;INSTITUCIÓN EDUCATIVA AGROPECUARIA FELIX MARIA ORTIZ;58047;219517000410;EL HATO;VEREDA EL HATO;RURAL; 21 
219517000291;INSTITUCIÓN EDUCATIVA AGROPECUARIA FELIX MARIA ORTIZ;58046;219517000037;ASCENCIO;VEREDA ASCENCIO;RURAL; 8 
219517000185;INSTITUCION EDUCATIVA EL CUARTEL;58942;219517000142;ESCUELA RURAL MIXTA BILINGUE EL CABUYO;VEREDA EL CABUYO;RURAL; 62 
219517000177;I.E. TECNICO AGROPECUARIA ANGELINA GULLUMUZ;58939;219517000380;CENTRO DOCENTE LA CRUZ TOGOIMA;VEREDA LA CRUZ DE TOGOIMA;RURAL; 23 
219517000177;I.E. TECNICO AGROPECUARIA ANGELINA GULLUMUZ;58917;219517000258;ESCUELA RURAL MIXTA VILLA RODRIGUEZ;VERDA DE VILLA RODRIGUEZ;RURAL; 46 
219517000169;CENTRO EDUCATIVO EL CARMEN DEL SALADO;58937;219517001211;ESCUELA RURAL MIXTA LA HONDURA;VEREDA LA HONDURA;RURAL; 15 
219517000169;CENTRO EDUCATIVO EL CARMEN DEL SALADO;58936;219517001076;ESCUELA RURAL MIXTA POTRERO DEL BARRO;VEREDA POTRERO DEL BARRO;RURAL; 10 
219517000169;CENTRO EDUCATIVO EL CARMEN DEL SALADO;58934;219517000045;ESCUELA RURAL MIXTA SAN ANTONIO DEL SALADO;VEREDA SAN ANTONIO;RURAL; 61 
219517000151;C.E. ACESI (ASOCIACION DE CENTROS EDUCATIVOS DEL SIMBOLA);58931;219517000720;ESCUELA RURAL MIXTA LA MARIA;VEREDA LA MARIA;RURAL; 35 
219517000151;C.E. ACESI (ASOCIACION DE CENTROS EDUCATIVOS DEL SIMBOLA);58930;219517000550;ESCUELA RURAL MIXTA EL RODEO;VEREDA EL RODEO;RURAL; 18 
219517000118;I.E. TÉCNICA AGROP. FELIX MARIA PENNA;58928;219517001491;ESCUELA RURAL MIXTA LA UNION SAN LUIS;VEREDA LA UNION;RURAL; 28 
219517000118;I.E. TÉCNICA AGROP. FELIX MARIA PENNA;58927;219517001335;ESCUELA RURAL MIXTA EL RAMO;VEREDA EL RAMO;RURAL; 35 
219517000118;I.E. TÉCNICA AGROP. FELIX MARIA PENNA;58926;219517000916;ESCUELA RURAL MIXTA QUEBRADA ABAJO SAN ISIDRO;VEREDA QUEBRADA ABAJO;RURAL; 33 
219517000118;I.E. TÉCNICA AGROP. FELIX MARIA PENNA;58925;219517000371;ESCUELA RURAL MIXTA LA CAPILLA;VEREDA LA CAPILLA;RURAL; 38 
219517000118;I.E. TÉCNICA AGROP. FELIX MARIA PENNA;58924;219517000355;ESCUELA RURAL MIXTA SAN ANTONIO DE GUEIQUITE;VEREDA SAN ANTONIO DE GUEIQUITE;RURAL; 42 
219517000061;INST EDUC TEC AGRO-INDT SANTO DOMINGO SABIO (ANTES INST EDUC SANTO DOMINGO SABIO);58922;219517001416;ESCUELA RURAL MIXTA LAS DELICIAS CALOTO;VEREDA LAS DELICIAS CALOTO;RURAL; 23 
219517000061;INST EDUC TEC AGRO-INDT SANTO DOMINGO SABIO (ANTES INST EDUC SANTO DOMINGO SABIO);58921;219517001319;ESCUELA RURAL MIXTA EL RECUERDO;VEREDA EL RECUERDO;RURAL; 29 
219517000061;INST EDUC TEC AGRO-INDT SANTO DOMINGO SABIO (ANTES INST EDUC SANTO DOMINGO SABIO);58920;219517000746;ESCUELA RURAL MIXTA LA MESA DE TOGOIMA;VEREDA MESA DE TOGOIMA;RURAL; 32 
219517000061;INST EDUC TEC AGRO-INDT SANTO DOMINGO SABIO (ANTES INST EDUC SANTO DOMINGO SABIO);58919;219517000690;ESCUELA RURAL MIXTA LA MESA DE COHETANDO;VEREDA MESA DE COHETANDO;RURAL; 10 
219517000061;INST EDUC TEC AGRO-INDT SANTO DOMINGO SABIO (ANTES INST EDUC SANTO DOMINGO SABIO);58918;219517000461;CENTRO DOCENTE CALOTO COHETANDO;VEREDA CALOTO COHETANDO;RURAL; 48 
219517000061;INST EDUC TEC AGRO-INDT SANTO DOMINGO SABIO (ANTES INST EDUC SANTO DOMINGO SABIO);58916;219517000088;ESCUELA LA FLORIDA;VEREDA LA FLORIDA;RURAL; 37 
119517000016;INSTITUCION EDUCATIVA NORMAL SUPERIOR ENRIQUE VALLEJO DE TIERRADENTRO;58914;219517001602;LA UNION EL SALADO;VEREDA LA UNION EL SALADO;RURAL; 41 
419532001421;I.E. JUAN BAUTISTA BOLAÑOS;136694;219532002232;PUERTO RICO;VEREDA PUERTO RICO;RURAL; 23 
419532001421;I.E. JUAN BAUTISTA BOLAÑOS;87039;219532001350;LA DESPENSA;NO TIENE;RURAL; 13 
419532001421;I.E. JUAN BAUTISTA BOLAÑOS;87038;219532001317;PEDREGAL;NO TIENE;RURAL; 35 
419532001421;I.E. JUAN BAUTISTA BOLAÑOS;87037;219532000604;LA ESPERANZA  SANTA CRUZ;NO TIENE;RURAL; 42 
419532001421;I.E. JUAN BAUTISTA BOLAÑOS;87035;219532000388;LA AGUADA;NO TIENE;RURAL; 22 
419532001421;I.E. JUAN BAUTISTA BOLAÑOS;87033;219532000183;EL JARDIN;NO TIENE;RURAL; 15 
219532002020;I.E. LA MESA;86986;219532001325;EL CUCHO;NO TIENE;RURAL; 7 
219532002020;I.E. LA MESA;86985;219532001198;TAMBORAL;NO TIENE;RURAL; 12 
219532002020;I.E. LA MESA;86984;219532000906;EL CILINDRO;NO TIENE;RURAL; 8 
219532002020;I.E. LA MESA;86983;219532000761;EL CRUCERO;NO TIENE;RURAL; 45 
219532002020;I.E. LA MESA;86982;219532000744;BELLOHORIZONTE;NO TIENE;RURAL; 17 
219532002020;I.E. LA MESA;86981;219532000728;EL CONVENIO;NO TIENE;RURAL; 21 
219532001376;I.E. LA FONDA;136692;219532002241;FLORALIA;VEREDA FLORALIA;RURAL; 20 
219532001376;I.E. LA FONDA;87032;219532001996;PLACER ALTO;NO TIENE;RURAL; 40 
219532001376;I.E. LA FONDA;87031;219532001368;PENA ROJA;NO TIENE;RURAL; 5 
219532001376;I.E. LA FONDA;87030;219532001341;ALTO BONITO;NO TIENE;RURAL; 14 
219532001376;I.E. LA FONDA;87029;219532001244;SAN VICENTE;NO TIENE;RURAL; 10 
219532001376;I.E. LA FONDA;87028;219532001201;EL PLACER  BAJO;NO TIENE;RURAL; 16 
219532001376;I.E. LA FONDA;136693;219532000779;GUASIMAL;VEREDA GUASIMAL;RURAL; 11 
219532001376;I.E. LA FONDA;87027;219532000264;SAJANDI;NO TIENE;RURAL; 11 
219532001376;I.E. LA FONDA;87026;219532000230;LAS TALLAS;NO TIENE;RURAL; 62 
219532001252;I.E. DE DESARROLLO RURAL EL ESTRECHO;87025;219532001546;MULALO;NO TIENE;RURAL; 12 
219532001252;I.E. DE DESARROLLO RURAL EL ESTRECHO;87024;219532001511;LA BARCA;NO TIENE;RURAL; 15 
219532001252;I.E. DE DESARROLLO RURAL EL ESTRECHO;87022;219532000566;EL TUNO;NO TIENE;RURAL; 33 
219532001252;I.E. DE DESARROLLO RURAL EL ESTRECHO;87021;219532000531;CAJONES;NO TIENE;RURAL; 5 
219532001252;I.E. DE DESARROLLO RURAL EL ESTRECHO;87019;219532000141;EL PURO;NO TIENE;RURAL; 12 
219532001252;I.E. DE DESARROLLO RURAL EL ESTRECHO;87018;219532000108;EL JUNCAL;EL JUNCAL;RURAL; 11 
219532001155;I.E. DOS RIOS;87017;219532000299;PALOVERDE;NO TIENE;RURAL; 11 
219532000825;I.E. EL TREBOL;87016;219532001295;VILLANUEVA;NO TIENE;RURAL; 36 
219532000825;I.E. EL TREBOL;87015;219532001104;PITALITO;NO TIENE;RURAL; 34 
219532000825;I.E. EL TREBOL;87014;219532000736;LA PLANADA;NO TIENE;RURAL; 19 
219532000825;I.E. EL TREBOL;87013;219532000639;EL LIMONAR;NO TIENE;RURAL; 32 
219532000825;I.E. EL TREBOL;87012;219532000621;QUEBRADA OSCURA;NO TIENE;RURAL; 14 
219532000663;C.E. PUERTO NUEVO;58602;219532000663;PUERTO NUEVO (sede principal);IND R 2562- 12- 2003;URBANA; 31 
219532000663;C.E. PUERTO NUEVO;87042;219532000469;CHONDURAL;NO TIENE;RURAL; 20 
219532000663;C.E. PUERTO NUEVO;87008;219532000281;VERSALLES;NO TIENE;RURAL; 6 
219532000663;C.E. PUERTO NUEVO;58603;219532000078;LA TEJA;R 0563 -03-2003;RURAL; 11 
219532000493;I.E. DON ALONSO;87006;419532001405;TUYA ES COLOMBIA;NO TIENE;RURAL; 15 
219532000493;I.E. DON ALONSO;87005;219532001333;EL HATICO;NO TIENE;RURAL; 5 
219532000493;I.E. DON ALONSO;87004;219532000752;ZARZAL;VEREDA EL ZARZAL;RURAL; 35 
219532000434;I.E.A. CAMILO TORRES;87001;219532000914;MITA EL SALADITO;VEREDA EL SALADITO;RURAL; 35 
219532000434;I.E.A. CAMILO TORRES;58599;219532000540;EL TRIUNFO;R 2262 -12 -2003;RURAL; 22 
219532000434;I.E.A. CAMILO TORRES;58597;219532000134;TABLONCITO;VEREDA TABLONCITO;RURAL; 11 
219532000434;I.E.A. CAMILO TORRES;87003;219532000132;EL HOYO;NO TIENE;RURAL; 37 
219532000434;I.E.A. CAMILO TORRES;58598;219532000086;SACHAMATES;R 0563 -03-2003;RURAL; 9 
219532000434;I.E.A. CAMILO TORRES;87002;219532000051;LA PAULINA;NO TIENE;RURAL; 5 
219532000272;C.E. SANTA ROSA BAJA;87000;219532002011;EL PORVENIR;NO TIENE;RURAL; 32 
219532000272;C.E. SANTA ROSA BAJA;86999;219532001279;YARUMAL;NO TIENE;RURAL; 18 
219532000272;C.E. SANTA ROSA BAJA;86998;219532001236;REMOLINO;NO TIENE;RURAL; 22 
219532000272;C.E. SANTA ROSA BAJA;86997;219532000795;LA PARAMILLA;NO TIENE;RURAL; 17 
219532000272;C.E. SANTA ROSA BAJA;86996;219532000370;SANTA ROSA ALTA;NO TIENE;RURAL; 4 
219532000272;C.E. SANTA ROSA BAJA;86995;119532001461;ALTO RIO SAJANDI;CORREGIMIENTO SAJANDI;RURAL; 19 
219532000221;I.E. LAS BRISAS ANTES (C.E. LAS BRISAS);86993;219532001538;HUECO LINDO;VEREDA HUECOLINDO;RURAL; 6 
219532000221;I.E. LAS BRISAS ANTES (C.E. LAS BRISAS);86992;219532001414;LAS PERLAS;VEREDA LAS PERLAS;RURAL; 9 
219532000221;I.E. LAS BRISAS ANTES (C.E. LAS BRISAS);86991;219532001210;BELEN;VEREDA BELEN;RURAL; 16 
219532000221;I.E. LAS BRISAS ANTES (C.E. LAS BRISAS);86990;219532001058;EL GUAICO;EL GUAICO;RURAL; 7 
219532000221;I.E. LAS BRISAS ANTES (C.E. LAS BRISAS);86989;219532000949;ALTAMIRA;VEREDA ALTAMIRA;RURAL; 11 
219532000221;I.E. LAS BRISAS ANTES (C.E. LAS BRISAS);86988;219532000345;LA CRISTALINA;VEREDA LA CRISTALINA;RURAL; 34 
219532000221;I.E. LAS BRISAS ANTES (C.E. LAS BRISAS);86987;219532000175;BUENA VISTA;VEREDA BUENA VISTA;RURAL; 21 
119532002033;I.E. CAPITÁN BERMÚDEZ;86973;219532000485;LA ESPERANZA P/MOLER;NO TIENE;RURAL; 15 
119532002033;I.E. CAPITÁN BERMÚDEZ;86972;219532000442;ANGULO;NO TIENE;RURAL; 43 
119532002033;I.E. CAPITÁN BERMÚDEZ;58589;219532000361;POTRERILLO;1522 - 8 -2003;RURAL; 6 
119532002033;I.E. CAPITÁN BERMÚDEZ;86971;219532000353;EL RINCON;NO TIENE;RURAL; 9 
119532002033;I.E. CAPITÁN BERMÚDEZ;86970;219532000248;MENDEZ;NO TIENE;RURAL; 9 
119532002033;I.E. CAPITÁN BERMÚDEZ;86969;219532000213;LA VENTICA;NO TIENE;RURAL; 8 
119532002033;I.E. CAPITÁN BERMÚDEZ;86968;219532000060;LAS CHULAS;VEREDA LAS CHULAS;RURAL; 6 
119532001045;I.E. SIMON BOLIVAR;86979;219532000124;GUAYABAL;VEREDA EL GUAYABAL;RURAL; 5 
119532001045;I.E. SIMON BOLIVAR;86976;119532001398;INMACULADA CONCEPCION;NO TIENE;URBANA; 55 
219701001194;INST EDUC AGRIC PIAMONTE;180374;219701001470;ESCUELA RURAL MIXTA EL NOGAL;VDA LA LEONA;RURAL; 10 
219701001194;INST EDUC AGRIC PIAMONTE;78634;219701001291;LA BRASILIA;VEREDA LA BRASILIA;RURAL; 10 
219701001194;INST EDUC AGRIC PIAMONTE;78633;219701001275;EL MORRO;VEREDA EL MORRO;RURAL; 11 
219701001194;INST EDUC AGRIC PIAMONTE;78631;219701001208;SAN ISIDRO;VEREDA SAN ISIDRO;RURAL; 21 
219701001194;INST EDUC AGRIC PIAMONTE;78630;219701000627;SANTA RITA;VEREDA SANTA RITA;RURAL; 24 
219701001194;INST EDUC AGRIC PIAMONTE;78629;219701000236;PUERTO BELLO;VEREDA PUERTO BELLO;RURAL; 5 
219701001194;INST EDUC AGRIC PIAMONTE;78628;219701000228;TAMBOR LA VEGA;VEREDA LA VEGA;RURAL; 7 
219701001194;INST EDUC AGRIC PIAMONTE;150064;219533001329;NUEVA ESPERANZA;VEREDA NUEVA ESPERANZA;RURAL; 12 
219701001194;INST EDUC AGRIC PIAMONTE;78627;219533000110;LA SONORA;VEREDA LA SONORA;RURAL; 35 
219701001194;INST EDUC AGRIC PIAMONTE;78491;219533000055;EL BOMBONAL;VEREDA BOMBONAL;RURAL; 7 
219701001194;INST EDUC AGRIC PIAMONTE;78490;219533000021;SAN JORGE;VEREDA SN JORGE;RURAL; 18 
219701001097;CENTRO EDUCATIVO LA PALMERA;78488;219701001305;EL JARDIN;VEREDA EL JARDIN;RURAL; 16 
219701001097;CENTRO EDUCATIVO LA PALMERA;78484;219701001186;EL CONVENIO;VEREDA EL CONVENIO;RURAL; 11 
219701001097;CENTRO EDUCATIVO LA PALMERA;78485;219701001097;LA PALMERA (sede principal);VEREDA LA PALMERA;RURAL; 46 
219701001097;CENTRO EDUCATIVO LA PALMERA;78483;219701000554;EL CERRITO;VEREDA EL CERRITO;RURAL; 9 
219701001097;CENTRO EDUCATIVO LA PALMERA;78487;219701000261;NABUENO;VEREDA NABUENO;RURAL; 7 
219701001097;CENTRO EDUCATIVO LA PALMERA;153342;219533001311;BUENOS AIRES;VEREDA BUENOS AIRES;RURAL; 8 
219701001097;CENTRO EDUCATIVO LA PALMERA;87413;219533001301;LA SEGOVIA;VEREDA LA SEGOVIA;RURAL; 21 
219701001097;CENTRO EDUCATIVO LA PALMERA;78482;219533001221;BAJO INCHIYACO;VEREDA LA ESMERALDA;RURAL; 17 
219701001097;CENTRO EDUCATIVO LA PALMERA;78486;219533000128;LA SEVILLA;VEREDA LA SEVILLA;RURAL; 18 
219701000201;CENTRO EDUCATIVO EL REMANSO;77834;219701001241;LA TIGRA;VEREDA LA TIGRA;RURAL; 6 
219701000201;CENTRO EDUCATIVO EL REMANSO;59111;219701000201;EL REMANSO (sede principal);VEREDA EL REMANSO;RURAL; 24 
219701000201;CENTRO EDUCATIVO EL REMANSO;78470;219533001277;LA LIBERTAD;VEREDA LA LIBERTAD;RURAL; 14 
219701000201;CENTRO EDUCATIVO EL REMANSO;77832;219533001205;PUERTO MIRANDA;VEREDA PUERTO MIRANDA;RURAL; 13 
219701000201;CENTRO EDUCATIVO EL REMANSO;77833;219533000241;LAS PERLAS;VEREDA LAS PERLAS;RURAL; 4 
219701000201;CENTRO EDUCATIVO EL REMANSO;77831;219533000217;LAS DELICIAS;VEREDA LAS DELICIAS;RURAL; 11 
219701000201;CENTRO EDUCATIVO EL REMANSO;59112;219533000004;PLAYA RICA;VEREDA PLAYA RICA;RURAL; 13 
219701000180;INSTITUCION EDUCATIVA SANTO DOMINGO SABIO;59108;219701000384;NAPOLES;CORREGIMIENTO NAPOLES;RURAL; 12 
219701000180;INSTITUCION EDUCATIVA SANTO DOMINGO SABIO;59105;219701000198;CAMPO ALEGRE;VEREDA CAMPOALEGRE;RURAL; 11 
