EECodDane;EENombre;EESedeID;EECodDaneSede;EENomSede;EEDirSede;EEZona; EEMatricula 
219022001207;I.E. LA HERRADURA;80277;219022001207;LA HERRADURA (sede principal);VDA. LA HERRADURA;RURAL; 331 
219022001193;INSTITUCION EDUCATIVA EL TABLON;72542;219022001193;EL TABLON (sede principal);CORREGIMIENTO EL TABLON;RURAL; 412 
219022001185;INSTITUCION EDUCATIVA LLACUANAS;80251;219022001185;LLACUANAS (sede principal);CORREGIMIENTO LLACUANAS;RURAL; 169 
119022001172;INSTITUCION EDUCATIVA SAN LUIS;80293;119022001172;SAN LUIS (sede principal);BARRIO LA PORTADA;URBANA; 200 
119022000486;I.E. NORMAL SUPERIOR SANTA CLARA;80246;119022000486;NORMAL NACIONAL SANTA CLARA - SEDE PRINCIPAL;KR 3 5 53;URBANA; 1.195 
219050000691;I.E. SINAI;77109;219050000691;SINAI (sede principal);CORREGIMIENTO  SINAI;RURAL; 665 
219050000488;I.E. PUERTO RICO;77103;219050000488;PUERTO RICO (sede principal);VDA. PUERTO RICO;RURAL; 367 
219050000135;I.E. LA BELLEZA;77083;219050000135;LA BELLEZA (SEDE PRINCIPAL);CORREGIMIENTO LA BELLEZA;RURAL; 312 
219050000097;I.E.T. MIGUEL ZAPATA (ANTES I.E. MIGUEL ZAPATA;77074;219050000097;MIGUEL ZAPATA (SEDE PRINCIPAL);CORREGIMIENTO EL PLATEADO;RURAL; 1.474 
219050000038;I.E. MARCO FIDEL NARVAEZ;77063;219050000038;MARCO FIDEL NARVAEZ (sede principal);CORREGIMIENTO EL MANGO;RURAL; 716 
119050000637;I.E. AGRICOLA DE ARGELIA;77116;119050000637;ARGELIA (Sede Principal);BARRIO EL RECREO;URBANA; 601 
219075000636;I.E. AGRICOLA SAN ALFONSO;77575;219075000636;SAN ALFONSO (sede principal);CORREGIMIENTO SAN ALFONSO;RURAL; 200 
219075000296;I.E. LA PLANADA;77563;219075000296;LA PLANADA (sede principal);CORREGIMIENTO LA PLANADA;RURAL; 222 
219075000041;I.E. OLAYA (ANTES C.E. OLAYA);77333;219075000041;OLAYA (sede principal);CORREGIMIENTO OLAYA;RURAL; 399 
119075000020;I.E. VASCO NUÑEZ DE BALBOA;77329;119075000020;VASCO NUÑEZ DE BALBOA (sede principal);VDA. EL CRUCERITO;RURAL; 860 
419100002826;INSTITUCION EDUCATIVA AGROPECUARIO NUESTRA SENORA DEL CARMEN;77825;419100002826;NUESTRA SENORA DEL CARMEN (sede principal);CORREGIMIENTO GUACHICONO;RURAL; 935 
219100002932;INST EDUC AGROP JOSE DOLORES DAZA;77824;219100002932;JOSE DOLORES DAZA (sede principal);INSPECCION DE POLICIA LOS MILAGROS;RURAL; 473 
219100002789;INSTITUCION EDUCATIVA AGRICOLA ALEJANDRO GOMEZ;77815;219100002789;ALEJANDRO GOMEZ MUNOZ (sede principal);CORREGIMIENTO LERMA;RURAL; 271 
219100002584;INSTITUCION EDUCATIVA SAN JOSE DEL MORRO;77811;219100002584;SAN JOSE DEL MORRO (sede principal);VEREDA EL MORRO;RURAL; 140 
219100001821;INST EDUC ANDINO SAN LORENZO;77793;219100001821;ANDINO (sede principal);CORREGIMIENTO SAN LORENZO;RURAL; 370 
219100001103;INST EDUC EL RODEO;77782;219100001103;EL RODEO (sede principal);CORREGIMIENTO EL RODEO;RURAL; 195 
219100000948;INST EDUC LA CARBONERA;78222;219100000948;LA CARBONERA (sede principal);VEREDA LA CARBONERA;RURAL; 204 
219100000654;INST EDUC SAN FERNANDO DE MELCHOR;78045;219100000654;SAN FERNANDO DE MELCHOR (sede principal);CORREGIMIENTO MELCHOR;RURAL; 167 
219100000433;INST EDUC EL CARMEN;78017;219100000433;EL CARMEN (sede principal);INSPECCION EL CARMEN;RURAL; 125 
119100003047;I.E. SANTA CATALINA DE LABOURE;77579;119100003047;SANTA CATALINA LABUORE (sede principal);CARRERA 3 # 8-46 BARRIO CENTRO;URBANA; 2.746 
119100002474;INST EDUC TEC DOMINGO BELISARIO GOMEZ;77580;119100002474;DOMINGO BELISARIO GOMEZ (sede principal);CARRERA 3 #11-10;URBANA; 498 
119100001214;INSTITUCION EDUCATIVA MARCO FIDEL SUAREZ;77577;119100001214;MARCO FIDEL SUAREZ (sede principal);CARRERA 5 #4-54;URBANA; 386 
219110001748;INSTITUCION EDUCATIVA AGROPECUARIO PALO BLANCO;78254;219110001748;PALO BLANCO (sede principal);VEREDA PALO BLANCO;RURAL; 563 
219110001691;INSTITUCION EDUCATIVA NUEVA VISION DE HONDURAS;78462;219110001691;NUEVA VISION DE HONDURAS (sede principal);INSPECION HONDURAS;RURAL; 430 
219110001659;INSTITUCION EDUCATIVA AGROPECUARIA BRISAS DE MARY LOPEZ;78460;219110001659;BRISAS DE MARILOPEZ (sede principal);VEREDA BRISAS DE MARILOPEZ;RURAL; 319 
219110001641;INSTITUCION EDUCATIVA AGROINDUSTRIAL VALENTIN CARABALI;78456;219110001641;VALENTIN CARABALI (sede principal);CORREGIMIENTO LA BALSA;RURAL; 319 
219110000458;I.E. MAZAMORRERO;78251;219110000458;MAZAMORRERO (sede principal);VEREDA MAZAMORRERO;RURAL; 229 
119110000500;INSTITUCION EDUCATIVA MARIA AUXILIADORA;78232;119110000500;MARIA AUXILIADORA (sede principal);CASCO URBANO;URBANA; 267 
419130001166;I.E. AGROPECUARIA NUESTRA SEÑORA DEL ROSARIO;59688;419130001166;NUESTRA SEÑORA DEL ROSARIO (sede principal);CORREGIMIENTO EL ROSARIO;RURAL; 203 
219130003666;I.E. NUESTRA SEÑORA DE LAS MERCEDES;59691;219130003666;NUESTRA SEÑORA DE LAS MERCEDES (sede principal);CORREGIMIENTO LA PEDREGOSA;RURAL; 248 
219130001337;I.E. AGROPECUARIA NUESTRA SEÑORA DEL CARMEN;59686;219130001337;NUESTRA SEÑORA DEL CARMEN (sede principal);CORREGIMIENTO EL CARMELO;RURAL; 420 
219130000667;I.E. EFRAIN OROZCO;59663;219130000667;EFRAIN OROZCO (sede principal);INSPECCION DE POLICIA LA VENTA;RURAL; 534 
219130000586;I.E. AGROPECUARIO LA CAPILLA;59656;219130000586;LA CAPILLA (sede principal);VDA. LA CAPILLA;RURAL; 357 
219130000527;I.E. CASAS BAJAS (ANTES C.E. CASA BAJAS);59502;219130000527;CASAS BAJAS (sede principal);VDA. SANTA TERESA CORREGIMIENTO CASAS BAJAS;RURAL; 401 
219130000497;I.E. EL TUNEL;59499;219130000497;EL TUNEL (sede principal);CORREG EL TUNEL;RURAL; 302 
219130000438;I.E.  ALTO MOJIBIO;59492;219130000438;ALTO MOJIBIO (sede principal);VEREDA ALTO MOJIBIO;RURAL; 158 
219130000381;I.E. LA MESETA;59489;219130000381;LA MESETA (sede principal);VDA. LA MESETA;RURAL; 208 
219130000161;I.E. DINDE;59476;219130000161;DINDE (sede principal);INSPECCION DINDE;RURAL; 106 
119130000034;I.E. CARMEN DE QUINTANA;59454;119130000034;CARMEN DE QUINTANA (sede principal);IND BARRIO EL CENTRO;URBANA; 523 
219137000883;I.E. LOS COMUNEROS;58611;219137000883;LOS COMUNEROS (sede principal);CORREGIMIENTO SIBERIA;RURAL; 346 
219137000751;I.E. GUILLERMO LEON VALENCIA;58608;219137000751;GUILLERMO LEON VALENCIA (sede principal);CORREGIMIENTO DE PESCADOR;RURAL; 486 
219137000328;I.E. AGROINDUSTRIAL MONTERILLA (ANTES INSTITUCION EDUCATIVA MONTERILLA);58478;219137000328;MONTERILLA (SEDE PRINCIPAL);VEREDA MONTERILLA;RURAL; 596 
219137000018;I.E. EL ROSARIO ANTES (C.E. EL ROSARIO);57875;219137000018;EL ROSARIO (sede principal);VEREDA CRUCERO DEL ROSARIO;RURAL; 243 
119137000315;I.E. SUSANA TROCHEZ DE VIVAS;59856;119137000315;SUSANA TROCHEZ DE VIVAS (sede principal);CL 1 5 15;URBANA; 242 
219142000336;I.E. COMERCIAL EL PALO;58970;219142000336;EL PALO (sede principal);CORREGIMIENTO EL PALO;RURAL; 786 
219142000310;I.E.R. INTEGRADA QUINTERO;58959;219142000310;QUINTERO (sede principal);CORREGIMIENTO QUINTERO;RURAL; 156 
219142000263;I.E. LA NIÑA MARIA - CRUCERO DE GUALI;58966;219142000263;LA NIÑA MARIA - CRUCERO DE GUALI (sede principal);CORREGIMIENTO GUALI;RURAL; 400 
219142000026;I.E. AGRO EMPRESARIAL HUASANO ANTES (INST EDUC HUASANO);58639;219142000026;HUASANO  (sede principal);CORREGIMIENTO HUASANO;RURAL; 308 
119142000480;I.E. NUCLEO ESCOLAR RURAL CALOTO;58638;119142000480;NUCLEO ESCOLAR CALOTO (sede principal);KR 5 7 80;URBANA; 683 
119142000471;I.E. ESCIPION JARAMILLO;58632;119142000471;ESCIPION JARAMILLO (sede principal);KR 5 15 77;URBANA; 710 
119142000153;I.E. SAGRADA FAMILIA;58631;119142000153;SAGRADA FAMILIA (sede principal);KR 5 10 14;URBANA; 759 
219212000185;INSTITUCION EDUCATIVA LAS GUACAS;59143;219212000185;LAS GUACAS (sede principal);VEREDA LAS GUACAS;RURAL; 220 
119212000369;INSTITUCION EDUCATIVA INCODELCA;59139;119212000369;INSTITUTO COMERCIAL DEL CAUCA INCODELCA (sede principal);CALLE 6 #8-65 BARRIO EL FRIJOL;URBANA; 708 
119212000059;INSTITUCION EDUCATIVA JOSE MARIA OBANDO;59133;119212000059;JOSE MARIA OBANDO (sede principal);CARRERA 10 # 8 - 76;URBANA; 533 
119212000032;I.E. NUCLEO TÉCNICO AGROPECUARIO;59128;119212000032;NUCLEO TECNICO (sede principal);KR 15 CL 1 Y 3;URBANA; 725 
419256000599;I.E. FUNDACION PARA LA EDUCACION AGROPECUARIA JOSE MARIA OBANDO;59869;419256000599;JOSE MARIA OBANDO (sede principal);CORREGIMIENTO SAN JOAQUIN;RURAL; 204 
219256003734;I.E. DE CHISQUIO;59868;219256003734;CHISQUIO (sede principal);CORREGIMIENTO CHISQUIO;RURAL; 332 
219256003726;I.E. LOS ANAYES;59867;219256003726;LOS ANAYES (sede principal);CORREGIMIENTO LOS ANAYES;RURAL; 326 
219256003718;I.E. LAS BOTAS;59705;219256003718;LAS BOTAS (sede principal);CASERIO LAS BOTAS;RURAL; 175 
219256003700;I.E. AGROECOLOGICO DE SEVILLA;59334;219256003700;SEVILLA (sede principal);VEREDA DE SEVILLA;RURAL; 216 
219256000743;I.E. LA PAZ;59702;219256000743;LA PAZ (sede principal);CORREGIMIENTO LA PAZ;RURAL; 305 
219256000697;I.E. PIAGUA;59546;219256000697;PIAGUA (sede principal);CORREGIMIENTO PIAGUA;RURAL; 424 
219256000662;I.E. AGROINDUSTRIAL DE QUILCACE;59541;219256000662;QUILCACE (sede principal);CORREGIMIENTO QUILCACE;RURAL; 217 
219256000271;I.E. SEGUENGUE;59535;219256000271;SEGUENGUE (SEDE PRINCIPAL);CORREGIMIENTO SEGUENGUE;RURAL; 160 
219256000247;I.E. AGROPECUARIA URIBE;59510;219256000247;URIBE (sede principal);CORREGIMIENTO  URIBE;RURAL; 261 
219256000191;I.E. CUATRO ESQUINAS;59503;219256000191;CUATRO ESQUINAS (sede principal);CORREGIMIENTO CUATRO ESQUINAS;RURAL; 414 
219256000158;I.E. EL PLACER (ANTES C.E. EL PLACER);59361;219256000158;EL PLACER (sede principal);CORREGIMIENTO EL PLACER;RURAL; 298 
219256000123;I.E. PUEBLO NUEVO CIPRÉS;59357;219256000123;PUEBLO NUEVO CIPRÉS (sede principal);VEREDA EL CIPRES;RURAL; 174 
119256000587;I.E. LIBORIO MEJIA;59327;119256000587;LIBORIO MEJIA (sede principal);KR 1 1 45;URBANA; 461 
119256000293;I.E. SAN CARLOS;59325;119256000293;SAN CARLOS (sede principal);KR 4 2 85;URBANA; 502 
119256000285;I.E. POLITECNICO FRANCISCO DE PAULA SANTANDER;59323;119256000285;FRANCISCO DE PAULA SANTANDER (sede principal);IND BARRIO OBRERO;URBANA; 569 
419450000753;INST EDUC TORIBIO PAZ MONCAYO;59884;419450000753;JOSE TORIBIO PAZ MONCAYO (sede principal);CASCO URBANO;URBANA; 564 
219450000568;I.E. EL ROSARIO;59881;219450000568;EL ROSARIO (sede principal);CORREGIMIENTO EL ROSARIO;RURAL; 103 
219142000671;I.E. JORGE ELIÉCER GAITÁN;59117;219142000671;JORGE ELIECER GAITAN (SEDE PRINCIPAL);IND CORREGIMIENTO GUACHENE;URBANA; 805 
219142000239;I.E. ECOLOGICA VEREDAS UNIDAS BARRAGÁN;58655;219142000239;VEREDAS UNIDAS BARRAGAN (sede principal);VEREDA BARRAGAN;RURAL; 254 
219142000204;I.E. INTEGRADO OBANDO;58654;219142000204;OBANDO (sede principal);CORREGIMIENTO OBANDO;RURAL; 320 
219142000131;I.E. LA CABAÑA;58650;219142000131;LA CABAÑA (sede principal);VEREDA LA CABANA;RURAL; 577 
319318001355;I.E. SAN JOSE;57588;319318001355;SAN JOSE (SEDE PRINCIPAL);KR 2 12 02;URBANA; 1.048 
219318002128;I.E. SAN ANTONIO;57575;219318002128;SAN ANTONIO DE GUAJUI (sede principal);CORREGIMIENTO SAN ANTONIO DE GUAJUI;RURAL; 230 
219318001938;I.E. FRAY LUIS AMIGO;57579;219318001938;FRAY LUIS AMIGO (SEDE PRINCIPAL);CORREGIMIENTO DE LIMONES;RURAL; 392 
219318000443;I.E. SAN AGUSTIN DEL NAPI;59911;219318000443;SAN AGUSTIN DEL NAPI (sede principal);CORREGIMIENTO SAN AGUSTIN;RURAL; 340 
219318000435;I.E. CHUARE NAPI;59908;219318000435;CHUARE NAPI (sede principal);VEREDA CHUARE RIO NAPI;RURAL; 162 
119318002131;I.E. SAN PEDRO Y SAN PABLO;59889;119318002131;SAN PEDRO Y SAN PABLO (sede principal);IND CARRERA 3 BARRIO SAN PABLO;URBANA; 488 
119318002115;I.E. MANUEL DE VALVERDE;59890;119318002115;MANUEL DE VALVERDE (sede principal);IND CALLE 7 Y 8;URBANA; 1.907 
119318000023;I.E. NORMAL SUPERIOR LA INMACULADA;59887;119318000023;NORMAL SUPERIOR NACIONAL LA INMACULADA (SEDE PRINCIPAL);KR 2 13 110;URBANA; 1.107 
419355000479;I.E. EMPRESARIAL SAN JOSÉ;57780;419355000479;SAN JOSÉ (sede principal);VEREDA SAN JOSE;RURAL; 422 
319355000865;INSTITUCION EDUCATIVA SAGRADA FAMILIA DE NAZARETH;57598;319355000865;SAGRADA FAMILIA DE NAZARETH (SEDE PRINCIPAL);IND BARRIO SANTANDER;URBANA; 504 
319355000857;INSTITUCION EDUCATIVA INZA;57772;319355000857;INZA (sede principal);BARRIO  LA ESTRELLA;URBANA; 285 
219355001212;I.E. PROMOCION SOCIAL GUANACAS;57740;219355001212;PROMOCION SOCIAL DE GUANACAS (sede principal);CORREGIMIENTO  GUANACAS;RURAL; 368 
219355001191;I.E. MICROEMPRESARIAL AGROPECUARIO SAN ANDRÉS;57762;219355001191;INSTITUCION EDUCATIVA MICROEMPRESARIAL AGROPECUARIO SAN ANDRES (sede principal);VEREDA SAN ANDRES;RURAL; 296 
219355001166;INSTITUCION EDUCATIVA AGRICOLA NUESTRA SENORA DE LA CANDELARIA;57756;219355001166;NUESTRA SENORA DE LA CANDELARIA (sede principal);INSPECCION DE POLICIA TURMINA;RURAL; 306 
219355001158;INSTITUCION EDUCATIVA AGRICOLA LUIS NELSON CUELLAR;57750;219355001158;LUIS NELSON CUELLAR (sede principal);CORREGIMIENTO EL PEDREGAL;RURAL; 402 
219355000704;INSTITUCION EDUCATIVA SAN ANTONIO;57748;219355000704;SAN ANTONIO (sede principal);VEREDA SAN ANTONIO;RURAL; 181 
219355000411;I.E. SAN ISIDRO;57737;219355000411;SAN ISIDRO (sede principal);VDA. SAN ISIDRO;RURAL; 293 
219392000986;INSTITUCION EDUCATIVA NUEVA GENERACION;58163;219392000986;NUEVA GENERACION (sede principal);VEREDA LA CUCHILLA;RURAL; 622 
219392000978;INSTITUCION EDUCATIVA LA DEPRESION (ANTES CENTRO EDUCATIVO LA DEPRESION);58159;219392000978;INSTITUCIÓN EDUCATIVA LA  DEPRESION (sede principal);CORREGIMIENTO LA DEPRESION;RURAL; 168 
219392000081;INST EDUC PALO GRANDE BAJO ANTES (CENT EDUC PALO GRANDE BAJO);57971;219392000081;PALO GRANDE BAJO (sede principal);VEREDA PALO GRANDE BAJO;RURAL; 275 
119392000221;INSTITUCION EDUCATIVA FRANCISCO JOSE DE CALDAS;136231;119392000221;FRANCISCO JOSE DE CALDAS (sede principal);BARRIO NORTE;URBANA; 443 
219397002022;INSTITUCION EDUCATIVA AGROPECUARIA SANTA RITA;58528;219397002022;INSTITUCION EDUCATIVA SANTA RITA (sede principal);VEREDA SANTA RITA;RURAL; 143 
219397000542;INSTITUCION EDUCATIVA LOS UVOS;58332;219397000542;LOS UVOS (sede principal);CORREGIMIENTO LOS UVOS;RURAL; 241 
219397000461;INSTITUCION EDUCATIVA AGROPECUARIO SAN FRANCISCO JAVIER;58201;219397000461;SAN FRANCISCO JAVIER (sede principal);CORREGIMIENTO SAN MIGUEL;RURAL; 433 
219397000411;INSTITUCION EDUCATIVA SAN JOSE DE ALTAMIRA;58197;219397000411;SAN JOSE DE ALTAMIRA (sede principal);CORREGIMIENTO SAN JOSE ALTAMIRA;RURAL; 260 
219397000062;INSTITUCION EDUCATIVA SANTA ROSA DE LIMA;58180;219397000062;SANTA ROSA DE LIMA ARBELA (sede principal);CORREGIMIENTO ARBELA;RURAL; 99 
219397000020;INSTITUCION EDUCATIVA SANTA JUANA DE ARCO;58173;219397000020;SANTA JUANA DE ARCO (sede principal);CORREGIMIENTO SANTA JUANA;RURAL; 77 
119397092124;I.E. NORMAL SUPERIOR LOS ANDES;58169;119397092124;NORMAL SUPERIOR LOS ANDES (sede principal);IND B. SAN JOSE;URBANA; 572 
319418000011;I.E. PABLO VI;57523;319418000011;PABLO VI (SEDE PRINCIPAL);IND BARRIO SANTANDER;URBANA; 666 
219418001617;I.E. ZARAGOZA;57508;219418001617;ZARAGOZA (sede principal);CORREGIMIENTO ZARAGOZA;RURAL; 288 
219418001595;I.E. SAN ANTONIO DE CHUARE;58554;219418001595;SAN ANTONIO DE CHUARE (sede principal);CORREGIMIENTO SAN ANTONIO DE CHUARE;RURAL; 240 
219418000891;I.E. SANTA CRUZ ALTO SIGUI;58702;219418000891;SANTA CRUZ DEL SIGUI (sede principal);VEREDA SANTA CRUZ DEL SIGUI;RURAL; 124 
419450001270;I.E.A. ARBOLEDA;59273;419450001270;ARBOLEDA (sede principal);CORREGIMIENTO ARBOLEDA;RURAL; 135 
219450001378;I.E.A. ISRAEL MARÍA NARVÁEZ;58759;219450001378;ISRAEL MARÍA NARVÁEZ (sede principal);CORREGIMIENTO SAN JOAQUIN;RURAL; 320 
219450000126;I.E. LOS SOMBRERILLOS;57672;219450000126;LOS SOMBRERILLOS (sede principal);CORREGIMIENTO SOMBRERILLOS;RURAL; 74 
219450000096;I.E. MOJARRAS;57661;219450000096;MOJARRAS (sede principal);CORREGIMIENTO MOJARRAS;RURAL; 177 
119450000903;I.E. NUESTRA SEÑORA DEL ROSARIO -ANTES (I.E. URB DE NIÑAS NTA SRA DEL ROSARIO);57657;119450000903;NUESTRA SEÑORA DEL ROSARIO (sede principal);IND BARRIO SANTA TERESITA;URBANA; 458 
119450000024;I.E. JUAN XXIII;57531;119450000024;JUAN XXIII (sede principal);KR 3 8 36;URBANA; 432 
319455000200;INSTITUCION EDUCATIVA EL ROSARIO;58420;319455000200;ROSARIO MIRANDA (sede principal);CARRERA 5 # 9-32;URBANA; 958 
219455000558;INST EDUC SANTA ANA;58416;219455000558;SANTA ANA (sede principal);CORREGIMIENTO SANTA ANA;RURAL; 165 
219455000451;INSTITUCION EDUCATIVA AGROPECUARIO MONTERREDONDO;58404;219455000451;MONTEREDONDO (sede principal);VEREDA MONTERREDONDO;RURAL; 356 
219455000370;INSTITUCION EDUCATIVA TECNICO EL ORTIGAL;59308;219455000370;COMERCIAL EL ORTIGAL (sede principal);CORREGIMIENTO EL ORTIGAL;RURAL; 679 
119455000189;INST EDUC TEC MARISCAL SUCRE (ANTES MUNICIPAL DE MIRANDA);59285;119455000189;URBANA MARISCAL SUCRE (sede principal);KR 8 1 10;URBANA; 748 
119455000111;INSTITUCION EDUCATIVA LEOPOLDO PIZARRO GONZALEZ;59277;119455000111;LEOPOLDO PIZARRO GONZALEZ (sede principal);CR 7 BARRIO LA COLOMBIANA- AVENIDA CENTENARIO;URBANA; 965 
219473006512;I.E. AGROPECUARIA MAXIMO GOMEZ;58894;219473006512;MAXIMO GOMEZ (sede principal);VDA. SAN ISIDRO;RURAL; 424 
219473006504;INSTITUCION EDUCATIVA AGROPECUARIA HERMES MARTINEZ;58892;219473006504;HERMES MARTINEZ (sede principal);VEREDA CARPINTERO;RURAL; 411 
119473000081;INSTITUCION EDUCATIVA FRANCISCO ANTONIO RADA;52145;119473000081;FRANCISCO ANTONIO RADA (sede principal);BARRIO SIMON BOLIVAR;URBANA; 983 
219513000113;I.E. HOLANDA;58904;219513000113;HOLANDA (sede principal);VEREDA HOLANDA;RURAL; 539 
119513000224;I.E. ALMIRANTE PADILLA;58896;119513000224;ALMIRANTE PADILLA (sede principal);KR 13 CL 4;URBANA; 2.112 
219517000291;INSTITUCIÓN EDUCATIVA AGROPECUARIA FELIX MARIA ORTIZ;58100;219517000291;FELIX MARIA ORTIZ (sede principal);CORREGIMIENTO  ITAIBE;RURAL; 149 
119517000016;INSTITUCION EDUCATIVA NORMAL SUPERIOR ENRIQUE VALLEJO DE TIERRADENTRO;58910;119517000016;ESCUELA NORMAL SUPERIOR ENRIQUE VALLEJO DE TIERRADENTRO (SEDE PRINCIPAL);VEREDA GUALCAN;RURAL; 1.129 
219532002020;I.E. LA MESA;58593;219532002020;LA MESA (sede principal);VEREDA LA MESA;RURAL; 257 
219532001376;I.E. LA FONDA;59087;219532001376;LA FONDA (sede principal);R 0563 -03-2003;RURAL; 379 
219532001252;I.E. DE DESARROLLO RURAL EL ESTRECHO;59086;219532001252;EL ESTRECHO (sede principal);R 0563 -03-2003;RURAL; 374 
219532001155;I.E. DOS RIOS;59085;219532001155;DOS RÍOS (sede principal);R 0563 -03-2003;RURAL; 221 
219532000825;I.E. EL TREBOL;59084;219532000825;EL TREBOL (sede principal);R 1522 -8 - 2004;RURAL; 105 
219532000434;I.E.A. CAMILO TORRES;58596;219532000434;CAMILO TORRES (sede principal);R 0563 -03-2003;RURAL; 353 
219532000221;I.E. LAS BRISAS ANTES (C.E. LAS BRISAS);58595;219532000221;LAS BRISAS (sede principal);R 1522 -8 - 2004;RURAL; 205 
119532002033;I.E. CAPITÁN BERMÚDEZ;58587;119532002033;CAPITÁN BERMÚDEZ (sede principal);BARRIO SAN MARTIN (CORREGIMIENTO DE PATIA);RURAL; 512 
119532001045;I.E. SIMON BOLIVAR;58592;119532001045;SIMON BOLIVAR (sede principal);IND R 1522 - 8 -2003;URBANA; 703 
119532000529;I.E. BACHILLERATO PATIA;58590;119532000529;PATIA (sede principal);IND 1522 - 8 -2003;URBANA; 929 
219548000817;INSTITUCION EDUCATIVA SANTA ELENA;78665;219548000817;SANTA ELENA (sede principal);VEREDA SANTA ELENA;RURAL; 334 
219548000809;INSTITUCION EDUCATIVA EL CARMEN;78660;219548000809;EL CARMEN (sede principal);CORREGIMIENTO EL CARMEN;RURAL; 282 
219548000370;INSTITUCION EDUCATIVA TECNICO TUNIA;78678;219548000370;TUNIA (sede principal);CORREGIMIENTO DE TUNIA;RURAL; 493 
219548000329;INST EDUC LOS UVALES ANTES (INST EDUC AGROP LOS UVALES);78671;219548000329;LOS UVALES (sede principal);VEREDA LOS UVALES;RURAL; 199 
219548000167;INST EDUC PISITAO GRANDE SAN MIGUEL (ANTES CENT EDUC PISITAO GRANDE SAN MIGUEL);78653;219548000167;SAN MIGUEL -PISITAO GRANDE (sede principal);CORREGIMIENTO SAN MIGUEL;RURAL; 71 
119548000260;INSTITUCION EDUCATIVA INSTITUTO NACIONAL MIXTO;78643;119548000260;PIENDAMO (sede principal);BARRIO LA INMACULADA;URBANA; 873 
119548000251;INSTITUCION EDUCATIVA MADRE DE DIOS;78642;119548000251;MADRE DE DIOS (sede principal);CALLE 9 # 7-59 CASCO URB;URBANA; 1.058 
119548000138;INSTITUCION EDUCATIVA SIMON BOLIVAR;78639;119548000138;SIMON BOLIVAR (sede principal);AVENIDA EL CEMENTERIO;URBANA; 754 
119548000014;INSTITUCION EDUCATIVA EL OASIS;78636;119548000014;OASIS (sede principal);BARRIO OASIS;URBANA; 627 
119573000774;I.E. ANA SILENA ARROYAVE;78838;119573000774;ANA SILENA ARROYAVE (sede principal);IND BARRRIO EL HIPODROMO;URBANA; 385 
119573000673;I.E. SAN PEDRO CLAVER;78815;119573000673;SAN PEDRO CLAVER (sede principal);CL 18 KR 17 Y 18;URBANA; 1.041 
119573000339;I.E. POLITECNICO LA MILAGROSA;78826;119573000339;LA MILAGROSA (sede principal);CL 18 B KR 8 EQ;URBANA; 612 
119573000223;I.E. JOSE HILARIO LOPEZ;78822;119573000223;JOSE HILARIO LOPEZ (sede principal);IND BARRIO EL HIPODROMO;URBANA; 652 
119573000207;I.E. FIDELINA ECHEVERRY;78817;119573000207;FIDELINA ECHEVERRY (sede principal);IND BARRIO RICARDO HOLGUIN;URBANA; 1.304 
119573000134;I.E. SAGRADO CORAZON;78816;119573000134;SAGRADO CORAZON (sede principal);KR 19 CL 17 EQ;URBANA; 1.326 
219585000487;I.E.T.A. MARGARITA LEGARDA;79051;219585000487;MARGARITA LEGARDA (sede principal);SANTA LETICIA;RURAL; 131 
219622000166;INST EDUC ALFONSO CORDOBA (ANTES CENT EDUC ALFONSO CORDOBA);79088;219622000166;ALFONSO CORDOBA (sede principal);VEREDA LA SOLEDAD;RURAL; 50 
219622000077;INST EDUC LOMA BAJO (ANTES CENT EDUC LOMA BAJO);79081;219622000077;LOMA BAJO (sede principal);CORREGIMIENTO LOMA BAJO;RURAL; 150 
219622000069;INSTITUCION EDUCATIVA NUESTRA SENORA DEL CARMEN;79074;219622000069;EL SAUCE (sede principal);VEREDA EL SAUCE;RURAL; 202 
219622000051;I.E. EL MARQUEZ;79069;219622000051;EL MARQUEZ (sede principal);CORREGIMIENTO EL MARQUEZ;RURAL; 75 
219622000042;INSTITUCION EDUCATIVA AGROPECUARIO DE PARRAGA;79067;219622000042;PARRAGA (sede principal);CORREGIMIENTO PARRAGA;RURAL; 145 
119622000552;INSTITUCION EDUCATIVA SANTA TERESITA;79063;119622000552;SANTA TERESITA (sede principal);CARRERA 5 # 1-12;URBANA; 386 
119622000226;INSTITUCION EDUCATIVA MADRE CARIDAD BRADER;79062;119622000226;MADRE CARIDAD BRADER (sede principal);CARRERA 5 #1-12;URBANA; 365 
319693000510;I.E.A. SAN SEBASTIAN;79252;319693000510;SAN SEBASTIAN (sede principal);KR 1 A 1 04;URBANA; 149 
219693000621;I.E.A. VALENCIA;79246;219693000621;VALENCIA (sede principal);CORREGIMIENTO DE VALENCIA;RURAL; 185 
219693000019;I.E. TÉCNICA EN SISTEMAS SANTIAGO;79220;219693000019;SANTIAGO (sede principal);CARRERA 3 # 3-35;RURAL; 305 
119693000472;I.E.A. NUESTRA SEÑORA DEL ROSARIO;79218;119693000472;NUESTRA SEÑORA DEL ROSARIO (sede principal);CORREGIMIENTO EL ROSAL;RURAL; 163 
219701001160;I.E.A. VILLALOBOS;79873;219701001160;VILLALOBOS (sede principal;CORREGIMIENTO SAN JUAN VILLALOBOS;RURAL; 237 
119701001360;I.E.A. JOSÉ ACEVEDO Y GÓMEZ;79660;119701001360;JOSÉ ACEVEDO Y GÓMEZ (sede principal);KR 5 4 64;URBANA; 168 
